"","sub","consistency","rotation","imgID","imagename","movable","correct","response_time","log_RT"
"29",1,"incon","noncanon",63,"063_Sofa_Ecksofa",0,1,1129,7.02908756414966
"30",1,"con","canon",22,"022_Gitarre_Elektrogitarre",1,1,617,6.42486902390539
"31",1,"incon","noncanon",65,"065_Sofa_Zweiersofa",0,1,719,6.57786135772105
"32",1,"con","canon",19,"019_Drucker_Heimdrucker",0,1,742,6.60934924316738
"33",1,"incon","canon",70,"070_Stuhl_Schalenstuhl",1,1,644,6.46769872610435
"34",1,"incon","noncanon",106,"106_Hydrant",1,1,572,6.3491389913798
"35",1,"con","noncanon",80,"080_Uhr_Armbanduhr",1,1,1493,7.30854279753919
"36",1,"con","canon",36,"036_Roller",1,1,671,6.50876913697168
"37",1,"con","noncanon",56,"056_Seife_Fluessigseife",1,1,3092,8.03657340970731
"38",1,"con","canon",116,"116_Kamin",0,1,738,6.60394382460047
"39",1,"con","canon",115,"115_Kaefig_Vogelkaefig",0,1,934,6.83947643822884
"40",1,"con","canon",51,"051_Regal_Holzregal",0,1,1062,6.96790920180188
"41",1,"incon","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,592,6.38350663488401
"42",1,"incon","canon",91,"091_Flugzeug_Segelflieger",0,1,669,6.50578406012823
"43",1,"con","noncanon",47,"047_Nuss_Erdnuss",1,1,753,6.62406522779989
"44",1,"con","noncanon",67,"067_Stuhl_Buerostuhl",1,1,642,6.46458830368996
"45",1,"con","canon",69,"069_Stuhl_Rollstuhl",1,1,851,6.74641212857337
"46",1,"con","canon",23,"023_Glas_Sektglas",1,1,436,6.07764224334903
"47",1,"incon","canon",103,"103_Zahnbuerste",0,1,515,6.24416690066374
"48",1,"con","noncanon",52,"052_Regal_Metallregal",0,1,1079,6.98378996525813
"49",1,"incon","noncanon",6,"006_Bett_Einzelbett",0,1,1749,7.4667994750186
"50",1,"con","noncanon",29,"029_Klavier_Fluegel",0,1,794,6.67708346124714
"51",1,"incon","noncanon",100,"100_Besteck_Loeffel",1,1,1126,7.02642680869964
"52",1,"con","noncanon",107,"107_Kranz_Adventskranz",1,1,949,6.85540879860993
"53",1,"incon","canon",1,"001_Baum_Bonsai",0,1,699,6.54965074223381
"54",1,"con","noncanon",45,"045_Lampe_Wandlampe",0,1,1105,7.00760061395185
"55",1,"incon","noncanon",24,"024_Glas_Trinkglas",1,1,1543,7.34148385236316
"56",1,"con","canon",83,"083_Ventilator_Standventilator",0,1,705,6.55819780281227
"57",1,"incon","canon",73,"073_Telefon_Schnurtelefon",1,1,1219,7.10578612948127
"58",1,"con","noncanon",53,"053_Regal_Wandregal",0,1,817,6.70563909486
"59",1,"incon","noncanon",54,"054_Schrank_Bueroschrank",0,1,1218,7.10496544826984
"60",1,"incon","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,922,6.82654522355659
"61",1,"con","canon",14,"014_Blume_Sonnenblume",1,1,649,6.47543271670409
"62",1,"incon","noncanon",108,"108_MP3player",1,1,2288,7.73543335249969
"63",1,"con","noncanon",55,"055_Schrank_Kleiderschrank",0,1,1075,6.98007594056176
"64",1,"con","canon",96,"096_Auto_Oldtimer",0,1,776,6.65415252018322
"65",1,"incon","noncanon",120,"120_Knoblauch",1,1,803,6.68835471394676
"66",1,"con","canon",40,"040_Lampe_Deckenlampe",0,1,765,6.63987583382654
"67",1,"con","noncanon",89,"089_Eimer_Muelleimer",1,1,1093,6.99668148817654
"68",1,"incon","canon",64,"064_Sofa_Ledersofa",0,1,708,6.56244409369372
"69",1,"incon","noncanon",38,"038_Toaster_2ScheibenToaster",1,1,1115,7.01660968389422
"70",1,"incon","canon",31,"031_Muelltonne",0,1,647,6.4723462945009
"71",1,"con","canon",8,"008_Bildschirm_Desktop",0,1,476,6.16541785423142
"72",1,"incon","canon",49,"049_Nuss_Pistazie",1,1,674,6.51323011091231
"73",1,"incon","canon",26,"026_Kamera_Digitalkamera",1,1,859,6.75576892198425
"74",1,"con","canon",41,"041_Lampe_Schreibtischlampe",1,1,634,6.45204895443723
"75",1,"con","canon",10,"010_Blume_Gaenseblume",1,1,557,6.32256523992728
"76",1,"incon","canon",94,"094_Boot_Segelschiff",0,1,753,6.62406522779989
"77",1,"con","noncanon",95,"095_Boot_Kreuzfahrtschiff",0,1,767,6.64248680136726
"78",1,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,608,6.41017488196617
"79",1,"incon","noncanon",34,"034_Korb_Waeschekorb",1,1,865,6.76272950693188
"81",1,"incon","noncanon",77,"077_Tisch_Rundtisch",0,1,937,6.84268328223842
"82",1,"incon","canon",48,"048_Nuss_Mandel",1,1,564,6.33505425149806
"83",1,"con","canon",85,"085_Auto_Pickuptruck",0,1,630,6.44571981938558
"84",1,"con","noncanon",17,"017_Computer_PC",0,1,988,6.89568269774787
"85",1,"incon","noncanon",75,"075_Tisch_Etagentisch",0,1,1938,7.56941179245071
"86",1,"incon","noncanon",81,"081_Uhr_Digitaluhr",1,1,1100,7.00306545878646
"87",1,"incon","canon",2,"002_Baum_Palme",0,1,790,6.67203294546107
"88",1,"con","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,961,6.86797440897029
"89",1,"con","noncanon",37,"037_Mixer_Standmixer",1,1,3173,8.06243279158319
"90",1,"incon","noncanon",30,"030_Wippe",0,1,953,6.8596149036542
"91",1,"con","canon",86,"086_Auto_Polizeiauto",0,1,656,6.48616078894409
"92",1,"con","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,861,6.75809450442773
"93",1,"incon","noncanon",93,"093_Boot_Kanu",1,1,3067,8.02845516411425
"94",1,"incon","noncanon",44,"044_Lampe_Tischleuchte",1,1,707,6.56103066589657
"95",1,"con","noncanon",72,"072_Sessel_Ledersessel",0,1,657,6.48768401848461
"96",1,"incon","noncanon",50,"050_Nuss_Wallnuss",1,1,582,6.36647044773144
"97",1,"con","canon",99,"099_Eimer_Wassereimer",1,1,845,6.73933662735717
"98",1,"incon","canon",97,"097_Besteck_Gabel",1,1,906,6.80903930604298
"99",1,"incon","canon",84,"084_Ventilator_Tischventilator",1,1,901,6.80350525760834
"100",1,"incon","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,1108,7.01031186730723
"101",1,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,735,6.59987049921284
"102",1,"incon","canon",11,"011_Blume_Kaktus",0,1,1529,7.33236920592906
"104",1,"incon","canon",117,"117_Muffin",1,1,761,6.63463335786169
"105",1,"incon","canon",92,"092_Boot_Ruderboot",1,1,629,6.44413125670044
"106",1,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,673,6.51174532964473
"107",1,"con","noncanon",57,"057_Seife_Kernseife",1,1,906,6.80903930604298
"108",1,"con","canon",98,"098_Auto_Van",0,1,622,6.43294009273918
"109",1,"incon","noncanon",12,"012_Blume_Orchidee",1,1,919,6.82328612235569
"110",1,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,1,781,6.66057514983969
"112",1,"incon","noncanon",79,"079_Tisch_Schreibtisch",0,1,3173,8.06243279158319
"113",1,"incon","canon",21,"021_Gitarre_Akustikgitarre",1,1,521,6.25575004175337
"115",1,"incon","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,720,6.5792512120101
"116",1,"incon","canon",118,"118_Pilz_Champignon",1,1,844,6.73815249459596
"117",1,"con","canon",87,"087_Auto_Panzer",0,1,2309,7.7445698093545
"118",1,"con","noncanon",46,"046_Besteck_Messer",1,1,912,6.81563999007433
"119",1,"con","canon",3,"003_Baum_Tanne",0,1,517,6.24804287450843
"120",1,"con","canon",5,"005_Bett_Doppelbett",0,1,603,6.40191719672719
"121",10,"con","canon",89,"089_Eimer_Muelleimer",1,1,2143,7.66996199547358
"122",10,"incon","noncanon",112,"112_Wanne_Badewanne",0,1,1344,7.20340552108309
"124",10,"con","noncanon",12,"012_Blume_Orchidee",1,1,2338,7.75705114203201
"125",10,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,1177,7.07072410726028
"126",10,"con","noncanon",101,"101_Becken_Waschbecken",0,1,1876,7.53689712956617
"127",10,"con","canon",50,"050_Nuss_Wallnuss",1,1,1037,6.94408720822953
"128",10,"con","canon",49,"049_Nuss_Pistazie",1,1,1656,7.4121603349452
"129",10,"con","canon",68,"068_Stuhl_Holzstuhl",1,1,941,6.84694313958538
"130",10,"incon","noncanon",34,"034_Korb_Waeschekorb",1,1,995,6.90274273715859
"131",10,"incon","canon",16,"016_Computer_Laptop",1,1,734,6.59850902861452
"132",10,"con","canon",62,"062_Sofa_Dreiersofa",0,1,793,6.67582322163485
"134",10,"con","canon",108,"108_MP3player",1,1,953,6.8596149036542
"136",10,"con","canon",78,"078_Tisch_Sofatisch",0,1,926,6.83087423464618
"137",10,"incon","noncanon",110,"110_Tretauto",1,1,1070,6.97541392745595
"138",10,"con","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,1316,7.18235211188526
"140",10,"incon","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,831,6.72262979485545
"142",10,"con","noncanon",30,"030_Wippe",0,1,1567,7.35691824235602
"143",10,"incon","canon",25,"025_Glas_Weinglas",1,1,507,6.22851100359118
"144",10,"con","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,1117,7.0184017990692
"145",10,"con","noncanon",14,"014_Blume_Sonnenblume",1,1,1510,7.31986492980897
"146",10,"incon","noncanon",52,"052_Regal_Metallregal",0,1,1589,7.37086016653672
"147",10,"con","noncanon",7,"007_Bett_Krankenhausbett",0,1,1081,6.98564181763921
"148",10,"incon","noncanon",100,"100_Besteck_Loeffel",1,1,835,6.72743172485086
"149",10,"incon","canon",102,"102_Bett_Kinderbett",1,1,672,6.51025834052315
"150",10,"incon","canon",111,"111_Wagen_Einkaufswagen",1,1,558,6.32435896238131
"151",10,"con","noncanon",63,"063_Sofa_Ecksofa",0,1,952,6.85856503479136
"153",10,"incon","canon",17,"017_Computer_PC",0,1,979,6.88653164253051
"154",10,"incon","canon",117,"117_Muffin",1,1,876,6.77536609093639
"156",10,"incon","noncanon",10,"010_Blume_Gaenseblume",1,1,574,6.35262939631957
"157",10,"con","canon",51,"051_Regal_Holzregal",0,1,701,6.55250788703459
"158",10,"incon","canon",6,"006_Bett_Einzelbett",0,1,693,6.5410299991899
"159",10,"con","canon",116,"116_Kamin",0,1,554,6.31716468674728
"161",10,"incon","noncanon",85,"085_Auto_Pickuptruck",0,1,1077,6.98193467715639
"162",10,"con","canon",98,"098_Auto_Van",0,1,718,6.57646956904822
"163",10,"con","noncanon",83,"083_Ventilator_Standventilator",0,1,911,6.81454289725996
"164",10,"incon","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,581,6.36475075685191
"165",10,"incon","noncanon",82,"082_Schaukelpferd",1,1,818,6.70686233660275
"166",10,"incon","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,676,6.51619307604296
"167",10,"con","noncanon",109,"109_Router",1,1,902,6.80461452006262
"168",10,"con","noncanon",2,"002_Baum_Palme",0,1,497,6.20859002609663
"169",10,"con","noncanon",86,"086_Auto_Polizeiauto",0,1,492,6.19847871649231
"171",10,"incon","canon",24,"024_Glas_Trinkglas",1,1,600,6.39692965521615
"172",10,"incon","noncanon",119,"119_Paprika",1,1,573,6.35088571671474
"173",10,"con","canon",106,"106_Hydrant",1,1,455,6.12029741895095
"174",10,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,402,5.99645208861902
"175",10,"con","canon",48,"048_Nuss_Mandel",1,1,455,6.12029741895095
"176",10,"incon","canon",97,"097_Besteck_Gabel",1,1,414,6.02586597382531
"177",10,"con","noncanon",42,"042_Lampe_Stehlampe",0,1,701,6.55250788703459
"178",10,"con","noncanon",3,"003_Baum_Tanne",0,1,716,6.57368016696065
"179",10,"incon","canon",37,"037_Mixer_Standmixer",1,1,620,6.42971947803914
"180",10,"con","noncanon",47,"047_Nuss_Erdnuss",1,1,421,6.04263283368238
"181",10,"incon","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,772,6.64898455002478
"182",10,"incon","canon",66,"066_Stuhl_Barstuhl",1,1,527,6.26720054854136
"183",10,"incon","canon",5,"005_Bett_Doppelbett",0,1,594,6.38687931936265
"184",10,"incon","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,766,6.64118216974059
"185",10,"con","noncanon",104,"104_Fahrradstaender",1,1,629,6.44413125670044
"186",10,"con","noncanon",113,"113_Brezel",1,1,577,6.3578422665081
"187",10,"incon","canon",21,"021_Gitarre_Akustikgitarre",1,1,392,5.97126183979046
"188",10,"incon","noncanon",92,"092_Boot_Ruderboot",1,1,641,6.46302945692067
"189",10,"con","canon",29,"029_Klavier_Fluegel",0,1,449,6.10702288774225
"190",10,"incon","noncanon",31,"031_Muelltonne",0,1,1207,7.09589322109753
"191",10,"con","noncanon",72,"072_Sessel_Ledersessel",0,1,790,6.67203294546107
"192",10,"con","canon",77,"077_Tisch_Rundtisch",0,1,477,6.16751649088834
"193",10,"con","canon",19,"019_Drucker_Heimdrucker",0,1,743,6.61069604471776
"194",10,"con","canon",55,"055_Schrank_Kleiderschrank",0,1,474,6.16120732169508
"195",10,"incon","canon",46,"046_Besteck_Messer",1,1,644,6.46769872610435
"196",10,"con","canon",22,"022_Gitarre_Elektrogitarre",1,1,410,6.01615715969835
"197",10,"incon","canon",44,"044_Lampe_Tischleuchte",1,1,391,5.96870755998537
"198",10,"incon","noncanon",70,"070_Stuhl_Schalenstuhl",1,1,565,6.33682573114644
"199",10,"con","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,1002,6.90975328164481
"200",10,"incon","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,713,6.5694814204143
"201",10,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,588,6.37672694789863
"202",10,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,1,623,6.43454651878745
"203",10,"incon","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,652,6.48004456192665
"204",10,"con","canon",75,"075_Tisch_Etagentisch",0,1,348,5.85220247977447
"205",10,"incon","canon",65,"065_Sofa_Zweiersofa",0,1,626,6.4393503711001
"206",10,"con","noncanon",45,"045_Lampe_Wandlampe",0,1,1256,7.13568734702814
"207",10,"con","canon",76,"076_Tisch_Holztisch",0,1,530,6.27287700654617
"208",10,"con","noncanon",96,"096_Auto_Oldtimer",0,1,831,6.72262979485545
"209",10,"incon","noncanon",4,"004_Baum_Weide",0,1,683,6.52649485957079
"210",10,"incon","canon",79,"079_Tisch_Schreibtisch",0,1,866,6.76388490856244
"211",10,"incon","noncanon",8,"008_Bildschirm_Desktop",0,1,938,6.84374994900622
"212",10,"incon","canon",40,"040_Lampe_Deckenlampe",0,1,539,6.289715570909
"213",10,"incon","canon",73,"073_Telefon_Schnurtelefon",1,1,1108,7.01031186730723
"214",10,"incon","canon",80,"080_Uhr_Armbanduhr",1,1,877,6.77650699237218
"218",10,"incon","canon",53,"053_Regal_Wandregal",0,1,660,6.49223983502047
"219",10,"incon","canon",107,"107_Kranz_Adventskranz",1,1,647,6.4723462945009
"220",10,"con","noncanon",91,"091_Flugzeug_Segelflieger",0,1,613,6.41836493593621
"221",10,"con","noncanon",18,"018_Computer_Tablet",1,1,2216,7.70345904786717
"222",10,"con","noncanon",94,"094_Boot_Segelschiff",0,1,1081,6.98564181763921
"223",10,"con","canon",99,"099_Eimer_Wassereimer",1,1,1179,7.07242190053737
"224",10,"con","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,822,6.71174039505618
"225",10,"con","noncanon",15,"015_Blume_Tulpen",1,1,1180,7.07326971745971
"226",10,"incon","noncanon",61,"061_Sitzbank_Baumbank",0,1,1762,7.47420480649612
"227",10,"con","noncanon",26,"026_Kamera_Digitalkamera",1,1,848,6.7428806357919
"228",10,"con","noncanon",57,"057_Seife_Kernseife",1,1,847,6.74170069465205
"229",10,"con","canon",36,"036_Roller",1,1,828,6.71901315438526
"230",10,"con","canon",13,"013_Blume_Rosen",1,1,571,6.34738920965601
"231",10,"incon","noncanon",114,"114_Brokkoli",1,1,1260,7.13886699994552
"232",10,"con","canon",115,"115_Kaefig_Vogelkaefig",0,1,838,6.73101810048208
"233",10,"incon","canon",120,"120_Knoblauch",1,1,657,6.48768401848461
"234",10,"incon","canon",38,"038_Toaster_2ScheibenToaster",1,1,857,6.75343791859778
"235",10,"con","canon",118,"118_Pilz_Champignon",1,1,326,5.78689738136671
"236",10,"incon","canon",43,"043_Lampe_Strassenlaterne",0,1,548,6.30627528694802
"237",10,"incon","canon",103,"103_Zahnbuerste",0,1,511,6.2363695902037
"239",10,"con","noncanon",23,"023_Glas_Sektglas",1,1,979,6.88653164253051
"240",10,"incon","noncanon",67,"067_Stuhl_Buerostuhl",1,1,705,6.55819780281227
"243",11,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,601,6.39859493453521
"244",11,"con","noncanon",100,"100_Besteck_Loeffel",1,1,642,6.46458830368996
"245",11,"con","noncanon",69,"069_Stuhl_Rollstuhl",1,1,991,6.89871453432999
"247",11,"con","canon",103,"103_Zahnbuerste",0,1,770,6.64639051484773
"248",11,"con","canon",17,"017_Computer_PC",0,1,1216,7.10332206252611
"249",11,"incon","noncanon",30,"030_Wippe",0,1,1182,7.07496319796604
"250",11,"con","canon",87,"087_Auto_Panzer",0,1,1166,7.06133436691044
"251",11,"con","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,819,6.70808408385307
"252",11,"con","noncanon",52,"052_Regal_Metallregal",0,1,674,6.51323011091231
"254",11,"incon","canon",75,"075_Tisch_Etagentisch",0,1,1170,7.0647590277918
"255",11,"con","canon",107,"107_Kranz_Adventskranz",1,1,805,6.69084227741856
"256",11,"incon","canon",55,"055_Schrank_Kleiderschrank",0,1,932,6.83733281468559
"257",11,"incon","canon",36,"036_Roller",1,1,640,6.46146817635372
"258",11,"incon","noncanon",26,"026_Kamera_Digitalkamera",1,1,1135,7.0343879299155
"260",11,"con","canon",6,"006_Bett_Einzelbett",0,1,1095,6.9985096422506
"261",11,"con","canon",44,"044_Lampe_Tischleuchte",1,1,727,6.58892647753352
"262",11,"incon","canon",99,"099_Eimer_Wassereimer",1,1,728,6.59030104819669
"263",11,"incon","noncanon",23,"023_Glas_Sektglas",1,1,1266,7.14361760270412
"264",11,"incon","noncanon",63,"063_Sofa_Ecksofa",0,1,650,6.47697236288968
"265",11,"con","canon",21,"021_Gitarre_Akustikgitarre",1,1,456,6.12249280951439
"267",11,"incon","noncanon",104,"104_Fahrradstaender",1,1,1198,7.08840877867539
"268",11,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,876,6.77536609093639
"269",11,"incon","canon",48,"048_Nuss_Mandel",1,1,970,6.87729607149743
"270",11,"con","canon",117,"117_Muffin",1,1,732,6.59578051396131
"271",11,"incon","noncanon",2,"002_Baum_Palme",0,1,461,6.13339804299665
"273",11,"con","canon",38,"038_Toaster_2ScheibenToaster",1,1,1132,7.03174125876313
"274",11,"incon","noncanon",91,"091_Flugzeug_Segelflieger",0,1,722,6.58202513889283
"275",11,"con","canon",66,"066_Stuhl_Barstuhl",1,1,667,6.50279004591562
"276",11,"con","noncanon",8,"008_Bildschirm_Desktop",0,1,755,6.62671774924902
"277",11,"incon","canon",50,"050_Nuss_Wallnuss",1,1,553,6.31535800152233
"278",11,"con","noncanon",54,"054_Schrank_Bueroschrank",0,1,1463,7.28824440102012
"279",11,"con","canon",79,"079_Tisch_Schreibtisch",0,1,720,6.5792512120101
"280",11,"incon","canon",76,"076_Tisch_Holztisch",0,1,484,6.18208490671663
"281",11,"con","noncanon",31,"031_Muelltonne",0,1,1424,7.26122509197192
"282",11,"incon","canon",19,"019_Drucker_Heimdrucker",0,1,1021,6.92853781816467
"283",11,"con","canon",43,"043_Lampe_Strassenlaterne",0,1,595,6.38856140554563
"284",11,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,1498,7.31188616407716
"285",11,"incon","noncanon",83,"083_Ventilator_Standventilator",0,1,907,6.81014245011514
"286",11,"con","canon",120,"120_Knoblauch",1,1,633,6.45047042214418
"287",11,"con","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,675,6.51471269087253
"288",11,"incon","canon",105,"105_Geschenk",0,1,846,6.74051935960622
"289",11,"con","noncanon",61,"061_Sitzbank_Baumbank",0,1,844,6.73815249459596
"290",11,"incon","noncanon",101,"101_Becken_Waschbecken",0,1,1261,7.13966033596492
"291",11,"incon","noncanon",7,"007_Bett_Krankenhausbett",0,1,2147,7.67182679787878
"292",11,"con","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,880,6.77992190747225
"293",11,"incon","noncanon",18,"018_Computer_Tablet",1,1,2036,7.61874237767041
"294",11,"incon","noncanon",14,"014_Blume_Sonnenblume",1,1,890,6.79122146272619
"296",11,"incon","canon",115,"115_Kaefig_Vogelkaefig",0,1,1085,6.98933526597456
"297",11,"con","noncanon",119,"119_Paprika",1,1,861,6.75809450442773
"298",11,"incon","canon",116,"116_Kamin",0,1,1156,7.05272104923232
"299",11,"incon","canon",62,"062_Sofa_Dreiersofa",0,1,716,6.57368016696065
"300",11,"con","noncanon",64,"064_Sofa_Ledersofa",0,1,1258,7.13727843726039
"301",11,"con","noncanon",84,"084_Ventilator_Tischventilator",1,1,884,6.78445706263764
"302",11,"incon","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,1090,6.99393297522319
"303",11,"incon","canon",108,"108_MP3player",1,1,1066,6.97166860472579
"304",11,"con","canon",65,"065_Sofa_Zweiersofa",0,1,744,6.61204103483309
"305",11,"con","canon",5,"005_Bett_Doppelbett",0,1,656,6.48616078894409
"306",11,"con","noncanon",110,"110_Tretauto",1,1,665,6.49978704065585
"307",11,"con","canon",24,"024_Glas_Trinkglas",1,1,564,6.33505425149806
"308",11,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,487,6.18826412308259
"309",11,"incon","noncanon",57,"057_Seife_Kernseife",1,1,650,6.47697236288968
"310",11,"con","noncanon",34,"034_Korb_Waeschekorb",1,1,730,6.59304453414244
"311",11,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,718,6.57646956904822
"312",11,"incon","noncanon",15,"015_Blume_Tulpen",1,1,598,6.39359075395063
"313",11,"con","canon",102,"102_Bett_Kinderbett",1,1,655,6.48463523563525
"314",11,"incon","canon",29,"029_Klavier_Fluegel",0,1,563,6.33327962813969
"315",11,"con","canon",16,"016_Computer_Laptop",1,1,1183,7.07580886397839
"316",11,"con","canon",97,"097_Besteck_Gabel",1,1,874,6.77308037565554
"317",11,"incon","canon",78,"078_Tisch_Sofatisch",0,1,563,6.33327962813969
"318",11,"con","noncanon",10,"010_Blume_Gaenseblume",1,1,503,6.22059017009974
"319",11,"incon","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,1148,7.04577657687951
"320",11,"incon","canon",51,"051_Regal_Holzregal",0,1,801,6.68586094706836
"321",11,"con","noncanon",114,"114_Brokkoli",1,1,1067,6.97260625130175
"322",11,"incon","canon",49,"049_Nuss_Pistazie",1,1,797,6.68085467879022
"323",11,"con","canon",73,"073_Telefon_Schnurtelefon",1,1,1139,7.03790596344718
"324",11,"incon","canon",106,"106_Hydrant",1,1,815,6.70318811324086
"325",11,"incon","canon",77,"077_Tisch_Rundtisch",0,1,639,6.45990445437753
"326",11,"con","noncanon",70,"070_Stuhl_Schalenstuhl",1,1,908,6.81124437860129
"327",11,"con","canon",111,"111_Wagen_Einkaufswagen",1,1,827,6.71780469502369
"328",11,"con","noncanon",112,"112_Wanne_Badewanne",0,1,800,6.68461172766793
"330",11,"incon","canon",13,"013_Blume_Rosen",1,1,602,6.40025744530882
"331",11,"incon","canon",89,"089_Eimer_Muelleimer",1,1,1016,6.92362862813843
"332",11,"con","canon",80,"080_Uhr_Armbanduhr",1,1,699,6.54965074223381
"333",11,"con","canon",93,"093_Boot_Kanu",1,1,1060,6.96602418710611
"334",11,"con","noncanon",4,"004_Baum_Weide",0,1,1812,7.50218648660292
"335",11,"con","canon",37,"037_Mixer_Standmixer",1,1,603,6.40191719672719
"336",11,"incon","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,1122,7.02286808608264
"337",11,"incon","noncanon",1,"001_Baum_Bonsai",0,1,1273,7.14913159855741
"338",11,"con","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,569,6.34388043412633
"339",11,"incon","noncanon",42,"042_Lampe_Stehlampe",0,1,731,6.59441345974978
"340",11,"con","canon",46,"046_Besteck_Messer",1,1,486,6.18620862390049
"341",11,"incon","noncanon",113,"113_Brezel",1,1,468,6.14846829591765
"342",11,"incon","noncanon",86,"086_Auto_Polizeiauto",0,1,582,6.36647044773144
"343",11,"incon","noncanon",3,"003_Baum_Tanne",0,1,471,6.15485809401642
"344",11,"incon","canon",98,"098_Auto_Van",0,1,516,6.24610676548156
"345",11,"con","canon",25,"025_Glas_Weinglas",1,1,646,6.4707995037826
"346",11,"incon","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,466,6.14418563412565
"347",11,"con","canon",40,"040_Lampe_Deckenlampe",0,1,553,6.31535800152233
"348",11,"incon","noncanon",12,"012_Blume_Orchidee",1,1,578,6.35957386867238
"349",11,"incon","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,577,6.3578422665081
"350",11,"incon","noncanon",94,"094_Boot_Segelschiff",0,1,810,6.69703424766648
"351",11,"incon","canon",118,"118_Pilz_Champignon",1,1,597,6.3919171133926
"352",11,"incon","noncanon",96,"096_Auto_Oldtimer",0,1,486,6.18620862390049
"353",11,"con","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,913,6.81673588059497
"354",11,"incon","noncanon",45,"045_Lampe_Wandlampe",0,1,633,6.45047042214418
"355",11,"con","noncanon",92,"092_Boot_Ruderboot",1,1,565,6.33682573114644
"356",11,"incon","canon",11,"011_Blume_Kaktus",0,1,556,6.32076829425058
"358",11,"con","noncanon",85,"085_Auto_Pickuptruck",0,1,914,6.81783057145415
"359",11,"incon","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,1364,7.21817683840341
"360",11,"incon","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,885,6.78558764500793
"361",12,"incon","canon",109,"109_Router",1,1,461,6.13339804299665
"363",12,"incon","canon",2,"002_Baum_Palme",0,1,378,5.93489419561959
"364",12,"con","noncanon",68,"068_Stuhl_Holzstuhl",1,1,499,6.21260609575152
"366",12,"incon","canon",63,"063_Sofa_Ecksofa",0,1,450,6.10924758276437
"367",12,"con","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,309,5.73334127689775
"368",12,"con","noncanon",78,"078_Tisch_Sofatisch",0,1,446,6.10031895202006
"369",12,"incon","canon",23,"023_Glas_Sektglas",1,1,280,5.63478960316925
"370",12,"con","canon",119,"119_Paprika",1,1,311,5.73979291217923
"371",12,"incon","noncanon",43,"043_Lampe_Strassenlaterne",0,1,415,6.0282785202307
"372",12,"incon","canon",83,"083_Ventilator_Standventilator",0,1,337,5.82008293035236
"374",12,"con","canon",60,"060_Sitzbank_Schaukelbank",0,1,289,5.66642668811243
"376",12,"con","canon",84,"084_Ventilator_Tischventilator",1,1,302,5.71042701737487
"377",12,"con","noncanon",99,"099_Eimer_Wassereimer",1,1,353,5.8664680569333
"378",12,"con","noncanon",29,"029_Klavier_Fluegel",0,1,404,6.00141487796115
"379",12,"incon","noncanon",53,"053_Regal_Wandregal",0,1,418,6.03548143252476
"380",12,"con","noncanon",76,"076_Tisch_Holztisch",0,1,507,6.22851100359118
